Id,CAS,SMILES,Status,Experimental value,Predicted value
4544,14315-15-2,c2cc1ccsc1c(c2)C,Training,3.85,3.5365
4545,14321-27-8,c1ccc(cc1)CNCC,Training,1.82,2.0263
4546,14339-54-9,O=C(NN)c1ccnc(c1)CCC,Training,0.63,-0.4171
4547,14342-36-0,NC3CC2c1ccccc1C3(CC2),Training,2.31,2.9131
4548,14377-19-6,O=C(O)Cc1ccc(cc1)CCCC,Training,3.25,3.449
4549,14377-21-0,O=C(O)Cc1ccc(cc1)CCCCC,Training,3.75,3.9401
4550,14377-22-1,O=C(O)Cc1ccc(cc1)CCCCCC,Training,4.25,4.4312
4551,14387-10-1,O=C(O)Cc1ccc(cc1)CC,Training,2.25,2.4668
4552,14417-01-7,O=S(=O)(c1ccccc1)N(C)C,Training,1.35,1.0474
4553,14433-36-4,O=C(NC(CO)C(O)c1ccc(cc1)C(=O)C)C(Cl)Cl,Training,0.57,0.5563
4554,14440-78-9,OC2C1CCC(C1)C2(O),Training,0.44,0.7371
4555,14488-51-8,CC[Sn]CC,Training,-1.4,-1.3942
4556,14496-34-5,o1cccc1CN(C)C,Training,1.19,1.1161
4557,14508-49-7,n1ccnc(c1)Cl,Training,0.7,0.5847
4558,14521-96-1,Oc6ccc5c2c6(OC3C1(OC)(C=CC4(CC1C(O)(C)CCC)(C(N(C)CCC234)C5))),Training,2.79,4.0418
4559,14529-53-4,n1ccccc1OCC,Training,1.81,1.8314
4560,14548-30-2,O=C(c1ccncc1)c2ccc(cc2)C,Training,2.51,2.9095
4561,14548-46-0,O=C(c1ccncc1)c2ccccc2,Training,1.98,2.3622
4562,14548-47-1,O=C(c1ccncc1)c2ccc(OC)cc2,Training,1.94,2.4431
4563,14556-46-8,OC(COc1cc(ccc1Cl)C)CNC(C)(C)C,Training,2.97,3.0667
4564,14559-54-7,O=S2(=O)(NC(=Nc1cc(ccc12)Cl)C),Training,1.21,1.536
4565,14559-55-8,O=S2(=O)(NC(=Nc1cc(ccc12)Cl)CC),Training,1.61,2.0271
4566,14598-72-2,O=C(OC)CS(=O)(=O)c1ccc(cc1[N+](=O)[O-])Cl,Training,1.3,0.5656
4567,14659-10-0,c1ccc(cc1)CC2=CC(=S)SS2,Training,3.43,4.5733
4568,14667-55-1,n1cc(nc(c1C)C)C,Training,0.95,1.5821
4569,14676-37-0,O=C(Nc1ccccc1(OC))C(Cl)Cl,Training,2.41,2.2516
4570,14680-18-3,O=C(NCc1ccccc1(O))c2ccccc2,Training,2.55,2.4316
4571,14698-29-4,O=C(O)C1=CN(c2cc3OCOc3(cc2(C1(=O))))CC,Training,0.94,0.0043
4572,14757-80-3,O=C(c1cocc1)N(C)C,Training,0.24,0.7849
4573,14769-09-6,O=C(OC)CS(=O)(=O)c1ccc(cc1)[N+](=O)[O-],Training,0.78,-0.0789
4574,14769-73-4,N2=C1N(CCS1)CC2c3ccccc3,Training,1.84,2.2396
4575,14773-50-3,n1cccc(OCC)c1,Training,1.44,1.3765
4576,14803-72-6,O=C(OC)Nc1ccc(OC)cc1,Training,1.73,1.8325
4577,14803-73-7,O=C(OC)Nc1ccccc1(OC),Training,1.84,1.8325
4578,14804-32-1,O(c1ccccc1CC)C,Training,3.18,3.1123
4579,14805-91-5,O=C(c1ncccc1)N(C)C,Training,-0.45,0.2267
4580,14816-18-3,N#CC(=NOP(OCC)(OCC)=S)c1ccccc1,Training,4.39,5.0497
4581,14838-15-4,OC(c1ccccc1)C(N)C,Training,0.75,0.2171
4582,14884-01-6,n1cc(OC)c[nH]1,Training,0.37,0.1395
4583,14884-03-8,n1cc(OC(C)C)c[nH]1,Training,1.13,1.0482
4584,14885-29-1,O=[N+]([O-])c1cnc(n1C)C(C)C,Training,1.36,1.8796
4585,14896-01-6,O=C(OCC5C=2C(=O)C(Nc1ccccc1)=C(C(=O)C=2N4CC3NC3C45(OC))C)N,Training,1.3,-0.4716
4586,14901-07-6,O=C(C=CC1=C(C)CCCC1(C)C)C,Training,3.84,4.1349
4587,14908-48-6,O=C(c1ccc(OC)cc1)N(N)C,Training,1,-0.466
4588,14908-49-7,O=C(c1ccc(cc1)[N+](=O)[O-])N(N)C,Training,0.75,-0.7292
4589,14920-81-1,O=C(OC)c1c(cccc1C)C,Training,2.55,2.9228
4590,14920-87-7,O=C(OC)c1c(cccc1Cl)Cl,Training,2.79,3.1172
4591,14930-96-2,O=C2OC34(C(=O)NC(Cc1ccccc1)C4(C(C(=C)C(O)C3(C=CCC(C)CCCC(O)C=C2))C)),Training,3.37,4.989
4592,14938-35-3,Oc1ccc(cc1)CCCCC,Training,4.06,4.0245
4593,14946-02-2,n1c(nc(nc1C(Cl)(Cl)Cl)SC)N,Training,3.12,2.1892
4594,14949-00-9,O=S(=O)(N)c1nnc(N)s1,Training,-0.9,-2.3669
4595,14983-92-7,O=C(OC)Nc1ccccc1C,Training,1.69,2.2989
4596,14984-65-7,O=P(OCC)(N1CC1(C)C)N2CC2(C)C,Training,1.02,1.6605
4597,14985-34-3,O=C1C=CN(C(=O)N1Cc2ccccc2)C3OC(CO)C(O)C3(O),Training,0.33,0.0623
4598,15006-14-1,O=C2N3c1ccccc1C46(CCN5CC7CCOC(C2)C(C34)C7(CC56)),Training,1.62,2.2078
4599,15009-91-3,O=[N+]([O-])c1ncccc1,Training,0.48,0.6222
4600,15011-28-6,Oc2ccc(c1c2(nccc1C))C,Training,2.71,2.5949
4601,15018-66-3,n1cnc2ccccc2(c1N),Training,1.28,1.0558
4602,15045-43-9,O1C(C)(C)CCC1(C)C,Training,2.06,2.679
4603,15062-75-6,O=C2Oc1c(cc(cc1S2)C)C,Training,3.25,2.7371
4604,15104-03-7,O=NN1CCC(C)CC1,Training,1.05,1.1399
4605,15104-61-7,C(C(Cl)Cl)(C(Cl)Cl)Cl,Training,3.23,2.8642
4606,15210-60-3,NC12(CC3(C)(CC(C)(C1)CC(C)(C2)C3)),Training,4.01,4.4731
4607,15233-37-1,N=1C(=NC(N(C=1N)c2ccc(cc2)C)(C)C)N,Training,0.85,2.8032
4608,15258-73-8,OCc1c(cccc1Cl)Cl,Training,2.02,2.3645
4609,15267-77-3,O=C(O)COc1ccc(c(c1)C)S(=O)(=O)C,Training,0.54,0.4453
4610,15299-99-7,O=C(N(CC)CC)C(Oc1cccc2ccccc12)C,Training,3.36,3.3322
4611,15301-48-1,N#CC(c1ccccc1)(c2ccccc2)CCN5CCC(N4C(=O)N(C(=O)CC)c3ccccc34)CC5,Training,4.8,5.3422
4612,15307-71-8,O=C(O)Cc2ccccc2(Nc1c(ccc(c1Cl)C)Cl),Training,4.93,4.563
4613,15307-86-5,O=C(O)Cc2ccccc2(Nc1c(cccc1Cl)Cl),Training,4.51,4.0157
4614,15327-44-3,N(c1cccc(c1Cl)Cl)=C2NCCN2,Training,1.94,1.888
4615,15327-50-1,N(c1cc(ccc1Cl)Br)=C2NCCN2,Training,2.05,2.1335
4616,15379-32-5,O=C1NC(=O)C(C(=O)N1)(CC)C(C)(C)C,Training,1.38,1.665
4617,15386-80-8,N#CCC(=O)Nc1ccc(c(c1)Cl)Cl,Training,2.72,1.4107
4618,15386-99-9,O=C2N(c1cccc(c1)Cl)C(=O)CC2,Training,0.98,1.2841
4619,15402-79-6,O(c1cc(OC)c(c(OC)c1)CC(N)C)C,Training,1.57,1.9981
4620,15402-81-0,O(c1cccc(c1(OC))CC(N)C)C,Training,1.49,1.9172
4621,15414-78-5,O=C2NC(=O)CN2(c1ccccc1),Training,0.83,2.5624
4622,15422-25-0,O=C(NC)COc1ccccc1,Training,1.02,0.5452
4623,15432-98-1,O=C3c1ccccc1C(=O)C3(c2cccc(c2)C),Training,3.46,2.9323
4624,15446-25-0,O=C(OC)CS(=O)(=O)c1ccc(cc1)Cl,Training,1.31,0.7479
4625,15457-05-3,O=[N+]([O-])c2ccc(Oc1ccc(cc1[N+](=O)[O-])C(F)(F)F)cc2,Training,3.65,4.6477
4626,15468-86-7,n1c(nc(nc1NCC=C)Cl)NCC=C,Training,2.75,3.1093
4627,15482-11-8,O=C(Oc1ccccc1CCC)NC,Training,2.4,2.7019
4629,15545-48-9,O=C(Nc1ccc(c(c1)Cl)C)N(C)C,Training,2.41,2.5754
4630,15582-85-1,O=C(N)CCCc1ncccc1,Training,-0.01,0.3394
4631,15583-16-1,n1ccccc1CCCN,Training,0.49,0.863
4632,15676-16-1,O=C(NCC1N(CC)CCC1)c2cc(ccc2(OC))S(=O)(=O)N,Training,0.57,0.6468
4633,15686-71-2,O=C(O)C3=C(C)CSC2N3(C(=O)C2(NC(=O)C(N)c1ccccc1)),Training,-0.58,-1.005
4634,15687-27-1,O=C(O)C(c1ccc(cc1)CC(C)C)C,Training,3.97,3.7931
4635,15707-23-0,n1ccnc(c1C)CC,Training,1.07,1.5259
4636,15707-24-1,n1ccnc(c1CC)CC,Training,1.51,2.017
4637,15725-14-1,O=C(C(=Cc1ccccc1Cl)C(=O)C)C,Training,2.19,1.3821
4638,15725-15-2,O=C(C(=Cc1cccc(c1)Cl)C(=O)C)C,Training,2.26,1.3821
4639,15725-16-3,O=C(C(=Cc1ccccc1(OC))C(=O)C)C,Training,1.73,0.8185
4640,15725-17-4,O=C(C(=Cc1ccc(OC)cc1)C(=O)C)C,Training,1.73,0.8185
4641,15725-18-5,O=C(C(=Cc1ccc(OC)cc1(OC))C(=O)C)C,Training,1.88,0.8994
4642,15725-21-0,O=C(OCC)C(=Cc1cccc(F)c1)C(=O)C,Training,2.46,2.0372
4643,15725-22-1,O=C(OCC)C(=Cc1ccccc1Cl)C(=O)C,Training,2.84,2.4813
4644,15725-23-2,O=C(OCC)C(=Cc1cccc(c1)Cl)C(=O)C,Training,2.97,2.4813
4645,15725-24-3,O=C(OCC)C(=Cc1ccccc1(OC))C(=O)C,Training,2.39,1.9177
4646,15725-25-4,O=C(OCC)C(=Cc1cccc(OC)c1)C(=O)C,Training,2.34,1.9177
4647,15725-26-5,O=C(OCC)C(=Cc1ccc(OC)cc1)C(=O)C,Training,2.46,1.9177
4648,15725-27-6,O=C(OCC)C(=Cc1cccc(OCC)c1)C(=O)C,Training,2.71,2.4088
4649,15725-28-7,O=C(OCC)C(=Cc1cccc(OCCC)c1)C(=O)C,Training,3.34,2.8999
4650,15725-29-8,O=C(OCC)C(=Cc1ccc(cc1Cl)Cl)C(=O)C,Training,3.67,3.1258
4651,15725-30-1,O=C(OCC)C(=Cc1c(cccc1Cl)Cl)C(=O)C,Training,2.86,3.1258
4652,15725-31-2,O=C(OCC)C(=Cc1ccc(c(c1)Cl)Cl)C(=O)C,Training,3.92,3.1258
4653,15725-32-3,O=C(OCC)C(=Cc1ccc(OC)cc1(OC))C(=O)C,Training,2.41,1.9986
4654,15725-33-4,O=C(OCC)C(=Cc1cccc(c1)C)C(=O)OCC,Training,3.55,3.4833
4655,15725-37-8,O=C(OCC)C(=Cc1cccc(OCC)c1)C(=O)OCC,Training,3.39,3.508
4656,15725-38-9,O=C(OCC)C(=Cc1cccc(OCCC)c1)C(=O)OCC,Training,4,3.9991
4657,15725-39-0,O=C(OCC)C(=Cc1cccc(OCCCC)c1)C(=O)OCC,Training,4.03,4.4902
4658,15753-84-1,O=C(C=Cc1cccc(c1)C)C,Training,2.68,2.2962
4659,15795-19-4,O=C(C(=Cc1ccc(cc1)Br)C(=O)C)C,Training,2.75,1.6276
4660,15798-77-3,O=C1Oc3c(C=C1)ccc2oc(cc23)C,Training,2.55,2.9027
4661,15804-61-2,N#CC(=Cc1ccccc1)C(=O)Nc2ccccc2,Training,3.41,4.4107
4662,15804-68-9,O=C(N)C(=Cc1cccc(OC)c1)C(=O)N,Training,0.01,-1.0357
4663,15806-38-9,O=C(Oc1ccccc1)CC(C)C,Training,3.18,2.9896
4664,15818-09-4,O=C(C(=Cc1ccc(cc1)C)C(=O)C)C,Training,2.14,1.2849
4665,15818-10-7,O=C(C(=Cc1cccc(OC)c1)C(=O)C)C,Training,1.79,0.8185
4666,15818-13-0,O=C(OCC)C(=Cc1ccc(OC)c(OC)c1)C(=O)OCC,Training,2.89,3.0978
4667,15851-93-1,O=[N+]([O-])C=Cc1cc(ccc1Cl)[N+](=O)[O-],Training,2.23,2.4092
4668,15851-94-2,O=C(C(=Cc1ccc(F)cc1)C(=O)C)C,Training,1.65,0.938
4669,15861-24-2,N#Cc1ccc2[nH]ccc2(c1),Training,2.38,1.6018
4670,15861-36-6,N#Cc1ccc2cc[nH]c2(c1),Training,2.38,1.6018
4671,15862-07-4,c1ccc(cc1)c2cc(c(cc2Cl)Cl)Cl,Training,5.81,5.6905
4672,15879-93-3,OCC(O)C2OC1OC(OC1C2(O))C(Cl)(Cl)Cl,Training,1.02,-0.7257
4673,15888-02-5,O=C(N)C(=Cc1cccc(c1)C)C(=O)N,Training,0.4,-0.5693
4674,15893-46-6,O=C(N)C(NC(=O)C(N)Cc1ccccc1)Cc2ccccc2,Training,1.13,0.4438
4675,15907-82-1,O=C(Nc1ccc(c(c1)Cl)Cl)C2CCCC2,Training,4.47,4.1672
4676,15907-85-4,O=C(Nc1ccc(c(c1)Cl)Cl)C2CCCCC2,Training,4.72,4.6583
4677,15913-35-6,O=C2C(=Cc1oc(cc1)[N+](=O)[O-])SC(N2C)=S,Training,1.06,1.2068
4678,15940-62-2,O=C(NN)Nc1cccc(c1)C,Training,0.68,-0.2424
4679,15940-63-3,O=C(NN)Nc1ccccc1C,Training,0.36,-0.2424
4680,15948-56-8,O=C(N)C(=Cc1cccc(F)c1)C(=O)N,Training,0.1,-0.9162
4681,15950-66-0,Oc1ccc(c(c1Cl)Cl)Cl,Training,3.8,3.4463
4682,15959-53-2,O=S(=O)(N)Nc1ccccc1,Training,0.4,0.4712
4683,15962-47-7,O=C(N)C(NC(=O)C)C,Training,-1.52,-1.8732
4684,15968-05-5,c2cc(c(c1c(cccc1Cl)Cl)c(c2)Cl)Cl,Training,5.94,6.335
4685,15972-60-8,O=C(N(c1c(cccc1CC)CC)COC)CCl,Training,3.52,3.1872
4686,15981-93-8,O=C1N=C(C=CN1C2OC(COC(=O)C)C(OC(=O)C)C2(OC(=O)C))NC(=O)C,Training,-0.16,-0.8215
4687,15986-80-8,n1ccnc(c1C)CCC,Training,1.57,2.017
4688,15987-00-5,n1ccnc(c1C)CCCC,Training,2.1,2.5081
4689,16018-79-4,O=C(NC(=N)N)Nc1cccc(c1)[N+](=O)[O-],Training,1.28,0.8618
4690,16051-77-7,O=[N+]([O-])OC1COC2C(O)COC12,Training,-0.28,-1.0498
4691,16053-34-2,O=C(Nc1cccc(OCC)c1)Cc2ccccc2,Training,3.23,3.1569
4692,16063-69-7,n1c(cc(cc1Cl)Cl)Cl,Training,2.68,2.738
4693,16063-70-0,n1cc(cc(c1Cl)Cl)Cl,Training,3.11,2.738
4694,16096-32-5,c2cc1[nH]ccc1c(c2)C,Training,2.54,2.6021
4695,16110-09-1,n1cc(ccc1Cl)Cl,Training,2.4,2.0935
4696,16110-51-3,O=C(O)C=3Oc4cccc(OCC(O)COc2cccc1OC(=CC(=O)c12)C(=O)O)c4(C(=O)C=3),Training,1.92,2.9294
4697,16135-31-2,O=CNc1ccc(cc1)[N+](=O)[O-],Training,1.43,1.867
4698,16136-52-0,N#Cc1cccc2[nH]ccc12,Training,2.46,1.6018
4699,16141-40-5,O=C2N(c1cccc(OC)c1)C(=O)CC2,Training,0.18,0.7205
4700,16143-84-3,O=C(Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F)C,Training,3.72,3.0257
4701,16166-22-6,O=C(Nc1ncncc1)C,Training,0.03,-0.0965
4702,16219-75-3,C(=C1CC2C=CC1C2)C,Training,3.82,4.0157
4703,16268-75-0,n1c(nc(nc1N(C)C)N(CC)CC)N(C)C,Training,3.45,3.8842
4704,16271-10-6,O=P(OCC)(N)SCC,Training,0.15,0.056
4705,16271-16-2,O=P(OC)(NCCC)SC,Training,0.65,0.6033
4706,16310-37-5,O=S(=O)(c1nc2ccccc2(nc1))C,Training,0.79,-0.314
4707,16339-04-1,O=NN(CC)C(C)C,Training,0.9,0.7612
4708,16339-07-4,O=NN1CCN(C)CC1,Training,0.2,-1.0538
4709,16339-18-7,N#CCN(N=O)CC#N,Training,0.04,-2.5946
4710,16347-95-8,n1cnc2ccccc2(c1OC),Training,1.97,1.652
4711,16350-99-5,O=CN(c1ccccc1)Cc2ccccc2,Training,2.62,3.3311
4712,16375-90-9,O=C(Nc1ccc(O)c(c1)C)C,Training,0.79,0.4648
4713,16395-58-7,O=C(N)C1N(C(=O)C)CCC1,Training,-1.34,-1.2833
4714,16409-45-3,O=C(OC1CC(C)CCC1C(C)C)C,Training,4,4.3866
4715,16463-74-4,O=C(OC3(C(=O)CO)(CCC2C4CCC1=CC(=O)CCC1(C)C4(C(O)CC23(C))))C,Training,2.3,2.4101
4716,16479-50-8,O=C1OCC(=C1)C5CCC6(O)(C7CCC4CC(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)CCC4(C)C7(CCC56(C))),Training,2.15,1.6137
4717,16524-22-4,O=C(O)c2ccccc2(Nc1cccc(c1)C),Training,4.88,3.72
4718,16533-50-9,Oc1cccc(OCCC)c1,Training,2.59,2.5759
4719,16563-41-0,O=C(O)CCOc1cccc2ccccc12,Training,3,2.9953
4720,16563-45-4,O=C(O)CCCOc1cccc2ccccc12,Training,3.5,3.4864
4721,16566-20-4,n1ccnc2c1cccc2(N),Training,1.29,0.1992
4722,16583-98-5,O=C(O)C(n1nc2ccccc2(n1))(C)C,Training,0.64,0.7209
4723,16584-02-4,n1nn(c2ccccc12)CCC,Training,2.13,1.9439
4724,16584-05-7,n1nn(c2ccccc12)CC,Training,1.58,1.4528
4725,16590-41-3,O=C1CCC5(O)(C4N(CCC25(c3c(OC12)c(O)ccc3C4))CC6CC6),Training,1.92,0.2041
4726,16605-91-7,c1ccc(cc1)c2cccc(c2Cl)Cl,Training,5.02,5.046
4727,16606-02-3,c1cc(ccc1c2cc(ccc2Cl)Cl)Cl,Training,5.69,5.6905
4728,16620-75-0,N=C(c1ccc(cc1)C)c2ccc(cc2)C,Training,3.71,3.7239
4729,16637-13-1,O=C(Nc1c(cccc1C(C)C)C(C)C)C,Training,2.41,2.8878
4730,16664-12-3,O=C(OC)Nc1ccccc1(F),Training,1.66,1.952
4731,16665-89-7,O=C(Nc1c(cccc1CC)CC)C,Training,1.85,2.0526
4732,16672-87-0,O=P(O)(O)CCCl,Training,-0.22,0.0475
4733,16681-63-3,O=[N+]([O-])c1nc(n(c1)C)Br,Training,0.33,1.3136
4734,16697-83-9,O=C(N(C)S(=O)(=O)c1ccc(cc1)C)C,Training,1.73,1.0711
4735,16744-99-3,O=C(OC)Nc1ccc(F)cc1,Training,1.95,1.952
4736,16752-77-5,O=C(ON=C(C)SC)NC,Training,0.6,-0.0292
4737,16758-34-2,OCC1OC(C(O)C(O)C1(O))Sc2ccccc2,Training,-0.56,-0.5342
4738,16766-29-3,O(c1cc(c(c(c1(OC))Cl)Cl)Cl)C,Training,4.01,4.0883
4739,16803-92-2,O=S(=O)(Nc1ccc(cc1)Cl)c2ccc(N)cc2,Training,2.71,2.3596
4740,16803-95-5,O=S(=O)(Nc1ccc(cc1)C)c2ccc(N)cc2,Training,2.11,2.2624
4741,16803-96-6,O=S(=O)(Nc1ccccc1C)c2ccc(N)cc2,Training,2.03,2.2624
4742,16805-99-5,O=S(=O)(Nc1ncc(cc1)Br)c2ccc(N)cc2,Training,2.3,1.4166
4743,16822-80-3,N(c1cc(ccc1C)Br)=C2NCCN2,Training,1.94,2.0363
4744,16822-82-5,N(c1cc(ccc1Cl)C)=C2NCCN2,Training,1.83,1.7908
4745,16822-85-8,N(c1cc(ccc1C)Cl)=C2NCCN2,Training,1.83,1.7908
4746,16822-94-9,N(c1cccc(c1C)Br)=C2NCCN2,Training,1.94,2.0363
4747,16822-97-2,N(c1cccc(c1Cl)C)=C2NCCN2,Training,1.83,1.7908
4748,16825-54-0,Oc1ccc(c(O)c1)CCCCCCCCCCCCCCC,Training,8.29,8.4553
4749,16839-97-7,O(c1cccs1)C,Training,2.13,1.8941
4750,16859-59-9,O=C1OC(O)c2ccccc12,Training,0.57,0.2337
4751,16867-29-1,O=C1C(=C(N=C2C=CC=CN12)C)C,Training,1,2.2406
4752,16867-53-1,O=C(OCC)C2=CN=C1C=CC=C(N1C2(=O))C,Training,0.96,1.7812
4753,16891-79-5,O=S(=O)(N)c1ccc(cc1)NC,Training,0.08,6.00E-04
4754,16926-87-7,O=C(OCC(O)COc1ccccc1)C(=C)C,Training,2.27,1.9604
4755,16927-82-5,O=C(C=Cc1ccccc1C)C,Training,2.6,2.2962
4756,16935-34-5,O=C1NC(=O)C(N1)C(C)C,Training,-0.36,1.5455
4757,16956-42-6,O=C(NN)NCc1ccccc1,Training,-0.22,-0.8778
4758,16993-45-6,O=S(=O)(N)c1ccc(cc1)S(=O)(=O)N,Training,-0.96,0.7846
4759,17004-62-5,O=C(O)CCCCCCC=CCCCCCCC,Training,6.58,6.7472
4760,17012-22-5,O=C(OC)c1ccc(cc1)NC(=O)C,Training,1.79,1.3302
4761,17013-41-1,O=C1NC(=O)C(C(=O)N1)(CCCC)CCCC,Training,2.7,2.7583
4762,17057-68-0,O=C(NC(C(O)C)C1OC(C(O)C(O)C1(O))SC)C2N(CC)CC(CCCC)C2,Training,1.76,-1.1294
4763,17066-68-1,O=C1OC2C(C1(=C))C(O)CC(C)C3CCC(=O)C23(C),Training,0.23,1.5137
4764,17075-29-5,O=C(NNC(=O)C)Nc1ccc(cc1)C,Training,0.67,0.8329
4765,17075-30-8,O=C(NNC(=O)C)Nc1ccc(OC)cc1,Training,0.11,0.3665
4766,17075-31-9,O=C(NNC(=O)C)Nc1ccc(cc1)Cl,Training,1.12,0.9301
4767,17078-72-7,O=S(=O)(c1ccc(OC)cc1)c2ccc(N)cc2,Training,1.96,1.7709
4768,17109-49-8,O=P(OCC)(Sc1ccccc1)Sc2ccccc2,Training,3.48,3.6093
4769,17112-82-2,C(=NCc2cccc1ccccc12)=S,Training,4.42,4.1827
4770,17174-98-0,N#Cc1ccccc1(C(=O)N),Training,0,0.2851
4771,17180-93-7,n1cnc(cc1)Cl,Training,0.47,0.5847
4772,17180-94-8,n1cncc(c1)Cl,Training,0.47,0.5847
4773,17186-60-6,O=C(NC(C(=O)NC)Cc1ccccc1)C,Training,0.4,0.7779
4774,17199-55-2,OC(CC)C(c1ccccc1)(c2ccccc2)CC(N(C)C)C,Training,4.27,4.6779
4775,17220-38-1,n1onc(N)c1N,Training,-0.49,-0.5117
4776,17249-80-8,c1cscc1Cl,Training,2.55,2.4577
4777,17258-31-0,n1nc(ccc1)N(C)C,Training,0.29,0.1178
4778,17258-38-7,n1ncc(cc1)N(C)C,Training,-0.09,0.1178
4779,17260-71-8,O=S(=O)(N)c1cccc(c1)Cl,Training,1.29,1.0148
4780,17278-57-8,O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])CCl,Training,0.59,-0.1236
4781,17306-43-3,O=[N+]([O-])c1nccn1C2OC(CO)C(O)C2(O),Training,-1.15,-2.1981
4782,17331-11-2,O=C1N=C(N=CN(C)C)C=CN1C2OC(CO)C(O)C2,Training,-1.54,-0.0943
4783,17348-59-3,O(C(C)C)C(C)(C)C,Training,2.14,2.3379
4784,17357-04-9,O=C(NCN1CCOCC1)c2ccccc2(O),Training,1.27,0.3201
4785,17371-30-1,O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Br)Br,Training,1.36,0.8724
4786,17372-79-1,n1nc2ccccc2(cc1N),Training,1,0.1992
4787,17394-14-8,O=C(O)C3c1ccccc1Sc2ccccc23,Training,2.57,2.75
4788,17404-90-9,n1nc(cc2ccccc12)Cl,Training,1.57,1.7607
4789,17413-90-0,O=C(O)C(Oc1ccc(cc1)Cl)(C)CC,Training,2.9,3.3349
4790,17422-33-2,c1cc2ccc(cc2([nH]1))Cl,Training,3.25,2.6993
4791,17422-56-9,O=C(OCC)C(=Cc1ccccc1[N+](=O)[O-])C(=O)OCC,Training,2.54,2.7537
4792,17433-31-7,O=C(NNC(=O)C)c1ncccc1,Training,-0.57,-0.8713
4793,17433-92-0,O=C(NN)Nc1cccc(c1)[N+](=O)[O-],Training,-0.13,-0.972
4794,17433-93-1,O=C(NN)Nc1ccc(cc1)[N+](=O)[O-],Training,-0.18,-0.972
4795,17433-94-2,O=C(NN)Nc1ccccc1[N+](=O)[O-],Training,-0.47,-0.972
4796,17455-13-9,O1CCOCCOCCOCCOCCOCC1,Training,-0.68,-1.4174
4797,17455-25-3,O1c3ccccc3(OCCOCCOCCOCCOc2ccccc2(OCCOCCOCCOCC1)),Training,1.8,2.2094
4798,17562-53-7,N#Cc2ccc3NC(=O)CN=C(c1ccccc1)c3(c2),Training,1.82,2.1752
4799,17570-26-2,O=C(O)C=Cc1cccc(OC)c1,Training,2.37,2.1516
4800,17575-20-1,O=C1OCC(=C1)C7CCC8(O)(C9CCC6CC(OC5OC(C)C(OC4OC(C)C(OC3OC(C)C(OC2OC(CO)C(O)C(O)C2(O))C(OC(=O)C)C3)C(O)C4)C(O)C5)CCC6(C)C9(CCC78(C))),Training,1.23,0.3569
4801,17575-22-3,O=C1OCC(=C1)C7CCC8(O)(C9CCC6CC(OC5OC(C)C(OC4OC(C)C(OC3OC(C)C(OC2OC(CO)C(O)C(O)C2(O))C(OC(=O)C)C3)C(O)C4)C(O)C5)CCC6(C)C9(CC(O)C78(C))),Training,0.07,-1.1814
4802,17576-53-3,O=[N+]([O-])c1cnc2ccccc2(c1),Training,1.97,1.7982
4803,17584-90-6,O=C1c2ccccc2(OC(=C1C)C),Training,2.31,2.8387
4804,17598-02-6,O(c1ccc2C=CC(Oc2(c1))(C)C)C,Training,3.35,3.7369
4805,17606-31-4,O=S(=O)(c1ccccc1)SCC(N(C)C)CSS(=O)(=O)c2ccccc2,Training,3.36,4.9126
4806,17629-01-5,n2cnc(c1ccccc1)c3ccccc23,Training,2.71,2.8802
4807,17629-04-8,O=C3N=C(c1ccccc1)c2ccccc2N3C,Training,1.79,3.8533
4808,17629-09-3,n2c(nc(c1ccccc1)c3ccccc23)OC,Training,3.5,3.8566
4809,17647-69-7,n1onc(c1C)CC,Training,1.18,2.908
4810,17647-70-0,n1onc(c1N)C,Training,0.09,0.9526
4811,17650-76-9,O=[N+]([O-])c1ccc(OP(=O)(OC)OC)c(c1)Cl,Training,1.83,1.628
4812,17659-57-3,O=[N+]([O-])c1cccc(c1)c2nc3c(ncnc3([nH]2))N,Training,1.93,0.7031
4813,17671-76-0,O=C(OCCC)NC,Training,0.95,0.9379
4814,17696-95-6,O=C(NN)NC,Training,-2.2,-2.5856
4815,17700-09-3,O=[N+]([O-])c1ccc(c(c1Cl)Cl)Cl,Training,3.61,3.7442
4816,17700-54-8,O=C(Nc1c(cccc1Cl)Cl)C,Training,1.32,1.2648
4817,17711-74-9,O=[N+]([O-])c1cccc(c1)N2C(=NC(=NC2(C)C)N)N,Training,0.06,2.0736
4818,17720-22-8,n1cnc2[nH]c(nc2(c1N))c3ccccc3,Training,2.31,0.8854
4819,17721-95-8,O=NN1C(C)CCCC1C,Training,1.36,1.5575
4820,17751-47-2,n1cccc(c1)CN2CCOCC2,Training,0.04,0.1711
4821,17757-70-9,O=C(Nc1ccccc1)C2=C(OCCS2(=O))C,Training,0.64,-1.0534
4822,17781-16-7,O=C1c2cccc(O)c2(OC1(C)C),Training,1.87,1.5419
4823,17795-32-3,O=P(Oc1ccc(OC)cc1)(OC)NC,Training,1.06,0.8262
4824,17804-35-2,O=C(OC)Nc2nc1ccccc1n2(C(=O)NCCCC),Training,2.12,1.6775
